id,text,label,Comments
33,In antwoord op uw drie verzoeken besluit ik hierbij de gevraagde cijfers openbaar te maken. 1. Aantal onderofficieren bevorderd tot officier (2020 — jan 2023): 346 2. Aantal onderofficieren direct bevorderd tot kapitein of hoger (2020 - jan 2023): Adjudant onderofficier Pagina 1 van 2 Sergeant/wachtmeester der 1st klasse Sergeant-majoor/opperwachtmeester Bestuursstaf Directie Communicatie Locatie Den Haag - Plein- Kalvermarktc.,openbaar,
34,In antwoord op uw verzoek besluit ik hierbij om twee overzichten openbaar te maken waarin de toegekende toelagen staan aan enerzijds het personeel van de Explosieve Opruimingsdienst Defensie en anderzijds de duikers van de gehele krijgsmacht. In de periode 2015-2022 waren er gemiddeld 170 militairen werkzaam bij de Explosieve Opruimingsdienst Defensie. In dezelfde periode waren er bij de gehele krijgsmacht gemiddeld 176 militairen werkzaam als duiker. Ik vertrouw erop u hiermee voldoende te hebben geïnformeerd.,openbaar,
35,"Een overzicht van de verstrekte brandstof in het jaar 2022 (document 1) maak ik volledig openbaar. Ook maak ik een overzicht van het energieverbruik in het jaar 2022 (document 2) openbaar. Een overzicht van brandstofverbruik per hoofdwapensysteem bestaat niet. Omdat de Woo betrekking heeft op openbaarmaking van informatie die neergelegd is in documenten, vallen alleen bestaande documenten onder de Woo.",openbaar,
36,In antwoord op uw verzoek besluit ik hierbij om twee overzichten openbaar te maken waarin de toegekende toelagen staan aan enerzijds het personeel van de Explosieve Opruimingsdienst Defensie en anderzijds de duikers van de gehele krijgsmacht. In de periode 2015-2022 waren er gemiddeld 170 militairen werkzaam bij de Explosieve Opruimingsdienst Defensie. In dezelfde periode waren er bij de gehele krijgsmacht gemiddeld 176 militairen werkzaam als duiker. Ik vertrouw erop u hiermee voldoende te hebben geïnformeerd.,openbaar,
37,In antwoord op uw verzoek besluit ik hierbij om twee overzichten openbaar te maken waarin de toegekende toelagen staan aan enerzijds het personeel van de Explosieve Opruimingsdienst Defensie en anderzijds de duikers van de gehele krijgsmacht. In de periode 2015-2022 waren er gemiddeld 170 militairen werkzaam bij de Explosieve Opruimingsdienst Defensie. In dezelfde periode waren er bij de gehele krijgsmacht gemiddeld 176 militairen werkzaam als duiker. Ik vertrouw erop u hiermee voldoende te hebben geïnformeerd.,openbaar,
38,"Ik besluit het overzicht openbaar te maken. Wijze van openbaarmaking Dit besluit wordt op www.rijksoverheid.nl geplaatst, waarna derdebelanghebbenden twee weken de tijd krijgen om de rechtbank te verzoeken een voorlopige voorziening te treffen. Daarvoor is vereist dat zij een bezwaarschrift indienen. Als de derden dit niet doen, wordt het overzicht u na afloop van deze termijn toegestuurd.",openbaar,
39,"Ik besluit de door u gevraagde informatie openbaar te maken. Ik licht mijn bestuit hieronder toe. Inventarisatie documenten Er zijn drie documenten aangetroffen: de toekomstvisie van Q-Support, een opzet voor de begroting van 2022 en de begroting van 2022. Belanghebbenden Bij de openbaarmaking van diverse documenten speelt het belang van een derde een rol.",openbaar,
44,Ik besluit de door u gevraagde informatie nagenoeg geheel openbaar te maken. Ik licht mijn besluit hieronder toe. Inventarisatie documenten Op basis van uw verzoek is één document aangetroffen. Dit betreft een verslag van een bespreking inzake vennootschapsbelasting medische laboratoria.,deels openbaar,
45,"Ik besluit de door u gevraagde informatie openbaar te maken. Ik licht mijn besluit hieronder toe. Inventarisatie documenten Op basis van uw verzoek zijn twee documenten aangetroffen, namelijk het Mandaatregister van VWS en het Volmachtregister van VWS. Wettelijk kader Uw verzoek om informatie is beoordeeld op grond van de Woo.",openbaar,
46,"Ik besluit de door u gevraagde informatie In zijn geheel niet openbaar te maken. Ik licht mijn besluit hieronder toe. Op basis van uw verzoek zijn meerdere documenten aangetroffen. Deze documenten zijn opgenomen in een inventarislijst, zie hiertoe bijlage B.",afgewezen,
47,De door u gevraagde informatie wordt openbaar gemaakt met uitzondering van de daarin vermelde persoonsgegevens en dat wat buiten de reikwijdte van uw verzoek valt. De gedeeltelijke openbaarmaking wordt hieronder gemotiveerd.,deels openbaar,
50,"Ik heb besloten aan uw verzoek tegemoet te komen en de informatie waarom u verzocht, opgenomen in bijlage 2, openbaar te maken.",openbaar,
52,"Ik heb besloten uw zienswijze niet over te nemen en over te gaan tot openbaarmaking van het rapport Toezicht op WSW 2021. Alle persoonsgegevens, inclusief handtekeningen, in het rapport worden niet openbaar gemaakt. Overwegingen U geeft aan moeite te houden met het feit dat in het rapport over WSW wordt ingegaan op individuele deelnemers. Bij de zienswijze tot openbaarmaking van het rapport Toezicht op WSW 2021 heeft u aangegeven dat hier financiële risico’s en reputatierisico’s voor de deelnemer aan kunnen kleven.",deels openbaar,
53,"Op grond van de Wob dient een verzoek om informatie, neergelegd in documenten over een bestuurlijke aangelegenheid, door mij ingewilligd te worden tenzij er sprake is van een van de uitzonderingsgronden en beperkingen, bedoeld in de artikelen 10 en 11 van de Wob. Openbaar Het document met het nummer 3a is reeds openbaar (via de website van de gemeenteraad van Scherpenzeel) en wordt daarom niet (opnieuw) openbaar gemaakt. De vindplaats van dit document is vermeld op de inventarislijst. Gedeeltelijk openbaar Ik besluit de gevraagde informatie in het document met het nummer 3 openbaar te maken, met uitzondering van de daarin vermelde persoonsgegevens (artikel 10, tweede lid, aanhef en onder e,‚, van de Wob).",deels openbaar,
54,"Ik heb besloten de door u verzochte informatie openbaar te maken, voor zover ik daarover beschik. Deze brief wordt op www.rijksoverheid.nl gepubliceerd. 1 Zie: Gedragscode Integriteit Rijk 2020 | Brochure | P-Direkt.",openbaar,
55,"Ik heb besloten aan uw verzoek tegemoet te komen en de documenten met nummers 1 en 2 openbaar te maken met uitzondering van de daarin vermelde persoonsgegevens. Overwegingen Allereerst wil ik u wijzen op het volgende. Ingevolge artikel 3, vijfde lid, van de Wob, wordt een verzoek om informatie ingewilligd met inachtneming van het bepaalde in de artikelen 10 en 11. Het recht op openbaarmaking op grond van de Wob dient uitsluitend het publieke belang van een goede en democratische bestuursvoering, Het komt iedere burger in gelijke mate toe.",deels openbaar,
56,"Ik verklaar uw bezwaar deels gegrond. Voor de motivering verwijs ik naar de overwegingen. Voor het overige verklaar ik uw bezwaar ongegrond en handhaaf ik het bestreden besluit, Relevante wetsartikelen/juridisch kader Hoofdstukken 6 en 7 Algemene wet bestuursrecht. Hoofdstukken 2, 4 en 5 van de Wet open overheid.",deels openbaar,
59,Ik besluit de door u gevraagde informatie openbaar te maken. Voor de motivering van dit besluit verwijzen wij naar het onderdeel “Overwegingen Woo-besluit”. Daarin treft u ook de informatie over onze protocollen ten aanzien van gescheiden ouders en de DigiD's van kinderen. Wettelijk kader Ik behandel uw verzoek als een verzoek op grond van de Wet open overheid (Woo).,openbaar,
61,"Ik besluit de door u gevraagde informatie volledig openbaar te maken. Op de inventarislijst staat bij de documenten aangegeven dat ze volledig openbaar worden gemaakt. . Wijze van openbaarmaking en publicatie De documenten die openbaar worden, worden sarnen met deze brief de documenten digitaal aan u toegezonden.",openbaar,
62,Ik besluit de broncode bestanden van de DigiD app voor mobiele devices openbaar te maken in de broncodepublicatieruimte van het ministerie van Binnenlandse Zaken en Koninkrijksrelaties (BZK): https://github.com/MinBZK/woo-besluit-broncode-digid-app. Informatie die valt onder de uitzonderingsgronden van artikel 5.1 van de Woo maak ik niet openbaar. Voor de motivering van dit besluit verwijs ik naar het onderdeel “Overwegingen” van deze brief. Overwegingen Algemene overweging: openbaarheid voor iedereen Als eerste wil ik u wijzen op het volgende.,openbaar,
63,"Ik heb besloten om de documenten waar uw Wob-verzoek op ziet openbaar te maken, met uitzondering van de daarin opgenomen persoonsgegevens. Ik licht dat hieronder toe. Overwegingen Ingevolge artikel 3, vijfde lid, van de Wob wordt een verzoek om informatie ingewilligd met inachtneming van het bepaalde in de artikelen 10 en 11. Het recht op openbaarmaking op grond van de Wob dient uitsluitend het publieke belang van een goede en democratische bestuursvoering.",deels openbaar,
64,Ik heb besloten de afspraken uit de agenda's die onder de reikwijdte van uw verzoek vallen openbaar te maken.,openbaar,
65,"De documenten met nummers 30a, 46b, 48b, 49a, 67a, 67b, 67c, 93a, 97a, 114a, 128a, 159a, 191a, 194a, 204a, 205a, 208a, 215a, 238a, 248a, 253a, 274a, 312a, 312c, 312d, 312f, 3129, 312h, 312i, 317a, 317b, 317c, 317°, 317f, 317g, 329a, 330a, 333a, 352d, 352e, 352f, 362a, 366a, 371a, 388a, 391a, 409a, 4122, 414a, 418b, 424a, 425a, 427a, 432a, 434a, 440a, 442a, 445c, 448a, 462b, 463a, 464b, 465b, 468a, 473a, 474a, 474b, 474c, 474d, 474°, 474f, 477a, 477b, 477¢, 478a, 478b, 478c, 482a, 490b, 490c, 500a, 504a, 510b, 511a, 513b, 514b, 516b, 528c, 524c, 524d, 531a, 532a, 533a, 534b, 538d, 540b, 540c, 549a, 553a, 554a, 562a, 563a, 566b, 566c, 572a worden op uw verzoek openbaar gemaakt. Voor de motivering verwijs ik naar het onderdeel Overwegingen van dit besluit.",openbaar,
66,Ik heb besloten aan uw verzoek tegemoet te komen en de informatie waarom u verzocht openbaar te maken. Wijze van openbaarmaking De gevraagde gegevens treft u aan in bijlage 2 van dit besluit. Plaatsing op internet Dit besluit alsmede de openbaar gemaakte informatie wordt op www.rijksoverheid.nl geplaatst. Afschrift aan belanghebbenden Een afschrift van dit besluit zend ik aan belanghebbenden.,openbaar,
68,"Wettelijk kader van het Wob-verzoek Ingevolge artikel 3, vijfde lid van de Wob, wordt het Wob-verzoek ingewilligd met inachtneming van het bepaalde in de artikelen 10 en 11 van de Wob. Immers, het recht op openbaarmaking op grond van de Wob dient uitsluitend het publieke belang van een goede en democratische bestuursvoering.",deels openbaar,
71,"Ik besluit om de namen van de deelnemende partijen aan de veiling van de kleine FM-frequenties, voor zover deze niet openbaar zijn, niet te openbaren. Deze namen zijn op de lijst weggelakt. 1 Zoals bedoeld in de Regeling van de Minister van Economische Zaken en Klimaat van 9 juli 2021, nr. WJZ/ 20178120, houdende vaststelling van regels met betrekking tot de aanvraag en velling van niet- tandelijke commerciële FM-vergunningen met een lokaal bereik 2021 (Regeling velling nlet-landelijke FM- vergunningen met een lokaal bereik).",deels openbaar,
74,Voor wat betreft het deel van uw verzoek dat betrekking heeft op “De inhoud van het oorspronkelijk bij uw ministerie ingediende WOB/WOO verzoek” besluit ik voor document 13a de door u gevraagde informatie geheel openbaar te maken. Voor de overige documenten besluit ik de door u gevraagde informatie niet geheel openbaar te maken. Per document is op de inventarislijst aangegeven welke uitzonderingsgronden zijn toegepast. De inventarislijst maakt integraal onderdeel uit van het besluit.,openbaar,
75,"Ik besluit de door u gevraagde informatie openbaar te maken, met uitzondering van de concurrentiegevoelige bedrijfs- en fabricagegegevens die daarin staan. In het document zijn die gegevens weggelakt onder vermelding van '5.1.2.f’. Deze vermelding verwijst naar artikel 5.1, tweede lid, aanhef en onder f, van de Woo, op grond waarvan ik concurrentiegevoelige bedrijfs- en fabricagegegevens voor openbaarmaking kan weigeren. 6.",deels openbaar,
77,Ik heb besloten de informatie die u vraagt openbaar te maken.,openbaar,
78,Ik heb besloten de informatie die u vraagt openbaar te maken. Beoordeling van uw verzoek Uw verzoek gaat over publieke informatie die in één of meer documenten staat. Daarom is de Wet open overheid (Woo) van toepassing. Het uitgangspunt van deze wet is dat informatie in principe openbaar is voor iedereen.,openbaar,
79,Ik heb besloten de informatie die u vraagt openbaar te maken. Beoordeling van uw verzoek Uw verzoek gaat over publieke informatie die in één of meer documenten staat. Daarom is de Wet open overheid (Woo) van toepassing. Het uitgangspunt van deze wet is dat informatie in principe openbaar is voor iedereen.,openbaar,
82,Ik heb besloten aan uw verzoek tegemoet te komen en het document openbaar te maken.,openbaar,
83,Ik heb besloten uw verzoek af te wijzen. De informatie waar u om verzoekt is reeds openbaar. De Wob is niet van toepassing op reeds openbare documenten. De door u verzochte informatie is openbaar gemaakt bij drie Wob-besluiten die reeds gepubliceerd zijn.,afgewezen,
84,"Ik heb besloten de documenten met betrekking tot de subsidieverstrekking aan het eindejaarsfestival GOODBYE 2020 voor het grootste deel openbaar te maken. Ik heb besloten de documenten met nummers 1, 2, 3, 4, 5, 6, 9, 10, 11, 14, 18, 25, 26, 28 en 30 openbaar te maken met uitzondering van de daarin vermelde persoonsgegevens.",deels openbaar,
85,Ik verklaar uw bezwaar gegrond en zie aanleiding om de in document 6 geweigerde persoonlijke beleidsopvatting alsnog openbaar te maken. De betreffende passage neem ik op in dit besluit. Verloop van de procedure Bij brief van 10 januari 2018 heeft u een verzoek op grond van de Wet openbaarheid van bestuur (hierna Wob) gedaan naar documenten over een aantal onderwerpen met betrekking tot de vliegramp met de MH17. Dit verzoek diende ter vervanging van uw eerdere verzoek van 19 juni 2017 naar de indexen van archieven van bestuursorganen die betrokken waren bij de vliegramp met de MH17 en wat daarmee annex is.,openbaar,
86,"Ik heb besloten aan uw verzoek tegemoet te komen en het Werkproces bestuurlijke casusaanpak Regionaal Informatie en Expertise Centrum (RIEC) Limburg openbaar te maken. Wijze van openbaarmaking Het document dat ik openbaar maak, treft u bij dit besluit in kopie aan. Een geanonimiseerde versie van dit besluit en het daarbij openbaar gemaakte document wordt op www.rijksoverheld.nl geplaatst. Hoogachtend, De Minister van Justitie en Veiligheid, Namens deze Binnen zes weken na de dag van verzending van dit besluit kan eenieder wiens belang rechtstreeks bij dit besluit is betrokken, bezwaar maken.",deels openbaar,
87,"Ik heb besloten (deels) aan uw verzoek tegemoet te komen. Voor de motivering verwijs ik naar het onderdeel overwegingen van dit besluit. Reeds openbaar De documenten met nummers Al en A2 betreffen informatie die onder de reikwijdte van het verzoek valt, maar die reeds openbaar is gemaakt. In de inventarislijst is de vindplaats van deze informatie opgenomen.",deels openbaar,
88,Geheel openbaar Ik besluit de door u gevraagde informatie volledig openbaar te maken. Plaatsing op internet Dit besluit en de openbaar te maken informatie zullen in geanonimiseerde vorm gepubliceerd worden op www.rijksoverheid.nl en www.ind.nl. Daarnaast wordt het document dat openbaar wordt samen met deze brief digitaal aan u verzonden. 4.,openbaar,
89,"Ik heb alsnog besloten de documenten zoals genoemd in bijlage 1 met nummers: CO15, CO16a, CO19, CO19a, C27, CO28, CO55, CO56, CO56a, CO57, CO59, CO62, C064, C065, CO66, CO70, C134 openbaar te maken met uitzondering van de daarin vermelde persoonsgegevens en delen die aangemerkt kunnen worden als intern beraad met daarin opgenomen persoonlijke beleidsopvattingen. Daarnaast heb ik besloten de documenten zoals genoemd in bijlage 2 niet openbaar te maken. Voor zover er in deze documenten al informatie openbaar gemaakt zou kunnen worden, betreft dit informatie die geen zelfstandige betekenis toekomt. Om die reden is besloten om het gehele betreffende document te weigeren van openbaarmaking.",deels openbaar,
90,Uw verzoek wordt afgewezen. Hiertoe is van belang dat de door u gevraagde informatie reeds openbaar is gemaakt. Bij het ministerie van Justitie en Veiligheid is geen aanvullende informatie aangetroffen. Inventarisatie van documenten Bij besluit van 30 maart 2022 is namens de Minister van Buitenlandse Zaken op uw verzoek tot openbaarmaking ingegaan.,afgewezen,
91,Ik besluit de huisregels openbaar te maken. Wijze van openbaarmaking en publicatie Het document dat openbaar wordt treft u aan bij dit besluit.,openbaar,
92,"Ik heb besloten het verzochte document openbaar te maken met uitzondering van de daarin vermelde persoonsgegevens van de betrokken ambtenaar. Voor de motivering verwijs ik naar het onderdeel ‘Overwegingen’ van dit besluit. Juridisch kader Uw verzoek valt onder de reikwijdte van de Woo. Ingevolge artikel 5.1, tweede lid, onder e van de Woo blijft het openbaar maken van informatie achterwege voor zover het belang daarvan niet opweegt tegen het belang van de eerbiediging van de persoonlijke levenssfeer.",deels openbaar,
93,"Ik besluit de in het kader van uw primaire verzoek gevraagde informatie openbaar te maken, met uitzondering van de notulen van de betreffende MCCb. Ik beschouw uw uitbreiding van het verzoek als een nieuw verzoek en zal daar een separaat besluit over nemen.",deels openbaar,
94,Ik maak de door u gevraagde documenten openbaar. Beoordeling van uw verzoek Op basis van uw verzoek zijn documenten aangetroffen die geheel of gedeeltelijk vallen onder de reikwijdte van uw Woo-verzoek. Deze documenten zijn opgenomen in een inventarislijst. De inventarislijst is bij dit besluit gevoegd als bijlage 1.,openbaar,
95,Reeds openbaar . De geïnventariseerde documenten zijn reeds (gedeeltelijk) openbaar. Op reeds openbare informatie is de Woo niet van toepassing. Directoraat-Generaal Migratie Directie Migratiebeleid Turfmarkt 147 2511 DP Den Haag Postbus 20301 2500 EH Den Haag wven.rijksoverheid.nl/jenv Contactpersoon .,afgewezen,
96,"Rechtshandhaving Openbaar Directie Juridische en Ik besluit 1 document openbaar te maken. Dit besluit wordt in z’n geheel Operationele Aangelegenhed openbaar gemaakt. Het document bevat geen informatie die valt onder de ang eoenneden uitzonderingsgronden, zoals deze zijn opgenomen in artikel 5.1 en 5.2 van de Datum Woo. 12 juni 2023 .",openbaar,
98,"Ik maak het document, behoudens de daarin opgenomen persoonsgegevens, openbaar. Wijze van openbaarmaking De feitelijke verstrekking van het document blijft echter met een beroep op artikel 6, vijfde lid, van de Wob tijdelijk achterwege. Aangezien een belanghebbende zich mogelijk niet kan verenigen met de inhoud van dit besluit, wordt hij in de gelegenheid gesteld om een bezwaarschrift en een verzoek tot het treffen van een voorlopige voorziening in te dienen. Indien na 2 weken na verzending van dit besluit géén bezwaarschrift en een verzoek om een voorlopige voorziening zijn ingediend, wordt overgegaan tot feitelijke verstrekking van het genoemde document.",deels openbaar,
