id,text,label,Comments
2963,"Uw verzoek wordt gedeeltelijk ingewilligd. Er doet zich één uitzonderingsgrond en beperking voor zoals genoemd in de Woo, die een beperkte kennisname van hetgeen in het document is opgenomen, rechtvaardigt. Voor de motivering hiervan verwijs ik naar het onderdeel ‘Overwegingen’ van dit besluit.",deels openbaar,
2965,"Uw verzoek wordt gedeeltelijk ingewilligd. Ik heb in mijn beoordeling getracht zo transparant mogelijk te zijn. Er doet zich echter een aantal uitzonderingsgronden en beperkingen voor zoals genoemd in de Woo, die een beperkte kennisname van hetgeen in het document is opgenomen, rechtvaardigen.",deels openbaar,
2966,"Uw verzoek wordt gedeeltelijk ingewilligd. Er doet zich een aantal uitzonderingsgronden en beperkingen voor zoals genoemd in de Woo, die een beperkte kennisname van hetgeen in het document is opgenomen, rechtvaardigen. Voor de motivering hiervan verwijs ik naar het onderdeel ‘Overwegingen’ van dit besluit.",deels openbaar,
2968,Ik heb besloten (deels) aan uw verzoek tegemoet te komen en de informatie waarom u verzocht (deels) openbaar te maken. Onder het hoofdstuk ‘Overwegingen’ van dit besluit licht ik dit toe. Voor de motivering verwijs ik naar het onderdeel ‘Overwegingen’ van dit besluit.,deels openbaar,
2972,Ik heb besloten (deels) aan uw verzoek tegemoet te komen en de informatie waarom u verzocht (deels) openbaar te maken. Gedeeltelijk openbaar Bij het niet openbaar maken van (passages uit) documenten heb ik artikel 5.1 van de Woo toegepast.,deels openbaar,
2973,"Naar aanleiding van uw verzoek is binnen de Directie Consulaire Zaken en Visumbeleid, de Directie Multilaterale Instellingen en Mensenrechten, de posten in Sao Paolo en Brasilia geïnventariseerd of er communicatie dan wel documenten aanwezig zijn die vallen binnen de reikwijdte van uw verzoek. Bij geen van deze onderdelen zijn documenten of communicatie aangetroffen die binnen uw verzoek vallen. Hierbij merk ik op dat directe communicatie met de departementsadvocaat en andere advocaten die onder het verschoningsrecht vallen buiten reikwijdte van dit verzoek valt, zoals u ook aangeeft in uw verzoek.",niet aanwezig,
2974,Ik heb besloten (een deel van) de door u gevraagde informatie niet openbaar te maken. Onder het hoofdstuk Motivering van dit besluit licht ik dit toe. Ander onderwerp Enkele documenten bevatten passages die buiten de reikwijdte van uw verzoek vallen omdat de informatie een ander onderwerp betreft.,deels openbaar,
2975,"Ik heb besloten het door u genoemde document integraal niet openbaar te maken onder toepassing van het artikel 5.1, vijfde lid, van de Woo. Onder het hoofd ‘Overwegingen’ van dit besluit licht ik dit toe.",afgewezen,
2976,Ik heb besloten (deels) aan uw verzoek tegemoet te komen en de informatie waarom u verzocht (deels) openbaar te maken. Gedeeltelijk openbaar Bij het niet openbaar maken van (passages uit) documenten heb ik artikel 5.1 van de Woo toegepast.,deels openbaar,
2977,"Uw verzoek wordt gedeeltelijk ingewilligd. Ik heb in mijn beoordeling getracht zo transparant mogelijk te zijn. Er doet zich echter een aantal uitzonderingsgronden en beperkingen voor zoals genoemd in de Woo, die een beperkte kennisname van hetgeen in het document is opgenomen, rechtvaardigen.",deels openbaar,
2979,"Ik heb besloten de informatie die u vraagt openbaar te maken, behalve de MDD persoonsgegevens die erin staan. Waarom ik de persoonsgegevens niet openbaar maak, leest u verderop in deze brief. Beoordeling van uw verzoek Uw verzoek gaat over publieke informatie die in één of meer documenten staat.",deels openbaar,
2980,"Uw verzoek wordt gedeeltelijk ingewilligd. Ik heb in mijn beoordeling getracht zo transparant mogelijk te zijn. Er doet zich echter een aantal uitzonderingsgronden en beperkingen voor zoals genoemd in de Woo, die een beperkte kennisname van hetgeen in het document is opgenomen, rechtvaardigen.",deels openbaar,
2981,"9 Kenmerk Min-BuZa.2023.15545-72 Gelet op de inhoud van het bezwaarschrift, beoordeeld in samenhang met het bestreden besluit kan het bezwaar niet leiden tot een andersluidend besluit.",afgewezen,
2982,Ik heb besloten (deels) aan uw verzoek tegemoet te komen en de informatie waarom u verzocht (deels) openbaar te maken. Onder het hoofdstuk ‘Overwegingen’ van dit besluit licht ik dit toe. Voor de motivering verwijs ik naar het onderdeel ‘Overwegingen’ van dit besluit.,deels openbaar,
2983,Ik heb besloten (deels) aan uw verzoek tegemoet te komen en de informatie waarom u verzocht (deels) openbaar te maken. Onder het hoofdstuk ‘Overwegingen’ van dit besluit licht ik dit toe. Voor de motivering verwijs ik naar het onderdeel ‘Overwegingen’ van dit besluit.,deels openbaar,
2987,"In antwoord op uw verzoeken besluit ik de gevraagde toestemmingen, zoals vastgelegd in het vluchtautorisatieboek, gedeeltelijk openbaar te maken. Geluidsopnamen tussen de luchtverkeersleiding en de vliegers maak ik niet openbaar. Ik licht mijn besluit hierna toe.",deels openbaar,
2988,Ik besluit het Antea-rapport gedeeltelijk openbaar te maken. Hieronder licht ik mijn besluit toe. Overwegingen Eerbiediging van de persoonlijke levenssfeer (artikel 5.,deels openbaar,
2989,"Ik besluit documenten 77, 78, 82, 90, 101 en 170 volledig openbaar te maken. Documenten 1 tot en met 76, 83, 84, 86, 87, 88, 89, 91, 92, 93, 95, 98, 99, 100, 103, 104, 112, 113, 114, 116 ,118, 120, 121, 123, 126, 128, 130, 131, 132, 133, 135, 136, 138, 139, 140, 144, 145, 149, 154, 158, 159, 160, 162, 171, 173, 174, 176, 178, 180, 182, 186, 196, 197, 199, 202, 213, 214, 224, 226, 229, 230, 235, 237, 238, 241, 243, 244, 249, 250, 253, 254, 255, 257, 258, 259, 266, 267, 268, 269, 271, 272, 273, 275, 278 tot en met 283 en 291 maak ik gedeeltelijk openbaar. Documenten 151, 152, 153, 164, 165, 166, 189, 190, 191, 192, 208, 209, 210, 211, 220, 221, 222, 261, 262, 263, 264, 265, 284, 285, 286, 287, 288, 289 en 290 betreffen reeds openbare documenten, waardoor de Woo daarop niet van toepassing is.",deels openbaar,
2990,"Ik besluit alle 16 document openbaar te maken, met uitzondering van persoonsgegevens en passages die buiten de reikwijdte van uw verzoek vallen. Dit wordt hieronder nader toegelicht onder het kopje “overwegingen”. Overwegingen Eerbiediging van de persoonlijke levenssfeer (art.",deels openbaar,
2991,"In antwoord op uw verzoek besluit ik hierbij het door u gevraagde overzicht openbaar te maken. Ik vertrouw erop u hiermee voldoende te hebben geinformeerd. Hoogachtend, De Minister van Defensie voor deze De Secretfis-Gegeraal, mr.",openbaar,
2992,Ik besluit deze nota gedeeltelijk openbaar te maken. Hieronder licht ik mijn besluit toe. Overwegingen Veiligheid van de Staat (artikel 5.,deels openbaar,
2993,"Ik besluit de documenten openbaar te maken, met uitzondering van de persoonsgegevens of gegevens die herleidbaar zijn tot personen. Deze gegevens die herleidbaar zijn tot een persoon, zoals namen, functienamen, adressen, e-mailadressen, telefoonnummers, ID-nummers en andere gegevens maak ik op grond van artikel 5.1, tweede tid, aanhef en onder e, van de Woo niet openbaar.",deels openbaar,
2996,"Ik besluit geen informatie openbaar te maken over het al dan niet leveren van container sideloaders aan Oekraïne, omdat de eventuele openbaarmaking niet Pagina 1 van 2 Bestuursstaf Directie Communicatie Locatie Den Haag - Plein-Kalvermarktc. Kalvermarkt 32 's-Gravenhage Postadres Kalvermarkt 38 2511 CB 'S-GRAVENHAGE MPC 58B Contactpersoon mr. J.",afgewezen,
2997,"Ik besluit de overzichten met daarin de betalingen aan het HCSS openbaar te maken, behoudens de daarin vermelde persoonsnaam. Deze naam maak ik op grond van artikel 5.1, tweede lid, aanhef en onder e,‚ van de Woo onleesbaar.",deels openbaar,
2999,"Ik besluit bijgaande kaarten openbaar te maken. Ik vertrouw erop u hiermee voldoende te hebben geïnformeerd. Hoogachtend, De Minister van Defensie voor deze De Secrefpris-Generaal, _mr.",openbaar,
3000,Ik bestuit document 4 volledig openbaar te maken. De overige documenten maak ik gedeeltelijk openbaar. Ik licht mijn besluit hierna toe.,deels openbaar,
3001,Ik besluit document 1 tot en met 5 deels openbaar te maken. Een aantal passages uit deze correspondentie maak ik niet openbaar. Ik licht mijn besluit hierna toe.,deels openbaar,
3002,"Ik besluit uw verzoek af te wijzen, omdat de door u gevraagde informatie niet is aangetroffen. Ik vertrouw erop u hiermee voldoende te hebben geinformeerd Hoogachtend, voor deze De Directeur Communicati Wim vam der Weegen Als u het niet eens bent met het besluit, dan kunt u binnen zes weken na bekendmaking van dit besluit bezwaar indienen bij de minister van Defensie. U kunt dit online doen via www.",niet aanwezig,
3004,Ik besluit documenten 1 tot en met 8 deels openbaar te maken. Document 9 is reeds openbaar en kunt u vinden op de website van de rijksoverheid. https: .,deels openbaar,
3005,Ik besluit de drie overzichten (bijlage 3 t/m 5) deels openbaar te maken. Ik licht hieronder mijn besluit toe. verwegingen Eerbiediging van de persoonlijke levenssfeer (artikel 5.,deels openbaar,
3006,Ik besluit de e-mailwisseling deels openbaar te maken. Ik licht hieronder mijn besluit toe.,deels openbaar,
3007,In antwoord op uw drie verzoeken besluit ik hierbij de gevraagde cijfers openbaar te maken. 1. Aantal onderofficieren bevorderd tot officier (2020 — jan 2023): 346 2.,openbaar,
3008,In antwoord op uw verzoek besluit ik hierbij om twee overzichten openbaar te maken waarin de toegekende toelagen staan aan enerzijds het personeel van de Explosieve Opruimingsdienst Defensie en anderzijds de duikers van de gehele krijgsmacht. In de periode 2015-2022 waren er gemiddeld 170 militairen werkzaam bij de Explosieve Opruimingsdienst Defensie. In dezelfde periode waren er bij de gehele krijgsmacht gemiddeld 176 militairen werkzaam als duiker.,openbaar,
3009,"batum (5 JULI 2023 Documenten die reeds openbaar zijn, duplicaten en concepten besluit ik niet openbaar te maken. De overige documenten maak ik gedeeltelijk openbaar. Onze referentie Hieronder licht ik mijn besluit toe.",deels openbaar,
3010,Ik besluit het Opleidingsreglement OTCo 2014 en de nota waarin het Opleidingsreglement OTCo 2014 werd gewijzigd openbaar te maken met uitzondering van de daarin opgenomen persoonsgegevens. Ik licht mijn besluit hierna toe. verwegin Eerbiediging van de persoonlijke levenssfeer (artikel 5.,deels openbaar,
3011,"Ik besluit documenten 1 tot en met 6, 8, 9 en 11 tot en met 15 gedeeltelijk openbaar te maken. Document 7 maak ik niet openbaar. Documenten 10 en 16 betreffen een reeds openbaar document, waardoor de Woo daarop niet van toepassing is.",deels openbaar,
3012,Een overzicht van de verstrekte brandstof in het jaar 2022 (document 1) maak ik volledig openbaar. Ook maak ik een overzicht van het energieverbruik in het jaar 2022 (document 2) openbaar. Een overzicht van brandstofverbruik per hoofdwapensysteem bestaat niet.,openbaar,
3013,In antwoord op uw verzoek besluit ik hierbij om twee overzichten openbaar te maken waarin de toegekende toelagen staan aan enerzijds het personeel van de Explosieve Opruimingsdienst Defensie en anderzijds de duikers van de gehele krijgsmacht. In de periode 2015-2022 waren er gemiddeld 170 militairen werkzaam bij de Explosieve Opruimingsdienst Defensie. In dezelfde periode waren er bij de gehele krijgsmacht gemiddeld 176 militairen werkzaam als duiker.,openbaar,
3014,"Ik besluit uw verzoek af te wijzen, omdat de door u gevraagde overzichten niet bestaan en er evenmin uit de Woo de verplichting voortvloeit om een dergelijk overzicht desgevraagd op te stellen. Ik vertrouw erop u hiermee voldoende te hebben geïnformeerd. Hoogachtend, De Secretaris-Generaal, De Directeur Commynicatie, Wim van der\Weegen Belanghebbenden kunnen binnen zes weken na bekendmaking van dit besluit bezwaar indienen bij de Minister van Defensie.",niet aanwezig,
3015,In antwoord op uw verzoek besluit ik hierbij om twee overzichten openbaar te maken waarin de toegekende toelagen staan aan enerzijds het personeel van de Explosieve Opruimingsdienst Defensie en anderzijds de duikers van de gehele krijgsmacht. In de periode 2015-2022 waren er gemiddeld 170 militairen werkzaam bij de Explosieve Opruimingsdienst Defensie. In dezelfde periode waren er bij de gehele krijgsmacht gemiddeld 176 militairen werkzaam als duiker.,openbaar,
3016,"Deectie Communicatie Ik besluit de overige documenten openbaar te maken met uitzondering van persoonsgegevens. Dit wordt hieronder nader toegelicht onder het kopje patum\$—2-202'S “overweging”. Zoals met u besproken is ervoor gekozen om één annotatie van de Frontex Management Board vergadering (zie document 2) in zijn geheel zichtbaar Onze referentie te maken zodat u kunt lezen hoe een annotatie In zijn geheel eruit ziet, hoe deze 852023001277 is opgebouwd en welke (sub)onderwerpen besproken worden.",deels openbaar,
3017,Ik besluit de afwijzingsbesluiten deels openbaar te maken. De onderliggende medische aanvraagdossiers maak ik in zijn geheel niet openbaar. Ik licht mijn besluit hierna toe.,deels openbaar,
3018,Ik besluit de e-mailwisseling deels openbaar te maken. Ik licht hieronder mijn besluit toe.,deels openbaar,
3019,"Ik besluit uw verzoek af te wijzen, omdat de door u gevraagde documenten niet zijn aangetroffen in het archief van Defensie. Ik vertrouw erop u hiermee voldoende te hebben geïnformeerd. Hoogachtend, De Minister van Defensie, voor deze, ire Wim van der We Als u het niet eens bent met het besluit, dan kunt u binnen zes weken na bekendmaking van dit besluit bezwaar indienen bij de Minister van Defensie.",niet aanwezig,
3020,Ik besluit het Rapport Intern Cultuuronderzoek Defensie DOSCO-DBBO Zuid deels openbaar te maken. De bijlagen bij dit rapport maak ik niet openbaar. Ik licht mijn besluit hierna toe.,deels openbaar,
3021,"In antwoord op verzoek maak ik de gevraagde aantallen Beams die in 2022 zijn uitgevoerd op de door u genoemde vliegbases met dit besluit openbaar. Daarnaast verstrek ik ook een overzicht van andere tactische naderingen die door C-130 Hercules-transportvliegtuigen op vliegbasis Eindhoven zijn uitgevoerd. De gegevens zijn afkomstig uit het operationeel management- en informatiesysteem (OMIS), dat onder meer gebruikt wordt voor dagelijkse planningen en trainingen.",openbaar,
3023,Ik besluit de door u gevraagde informatie gedeeltelijk openbaar te maken. Ik licht mijn besluit hieronder toe. Inventarisatie documenten Op basis van uw verzoek zijn meerdere documenten aangetroffen.,deels openbaar,
3024,Ik besluit de door u gevraagde informatie grotendeels openbaar te maken. Ik licht mijn besluit hieronder toe. Inventarisatie documenten Op basis van uw verzoek zijn er meerdere documenten aangetroffen.,deels openbaar,
3025,Ik besluit de door u gevraagde informatie grotendeels openbaar te maken. In de documenten zijn voornamelijk persoonsgegevens van ambtenaren onleesbaar gemaakt. Daarnaast worden conceptteksten niet openbaar gemaakt.,deels openbaar,
3026,"Ik besluit de door u gevraagde informatie gedeeltelijk openbaar te maken. Ik licht mijn besluit hieronder toe. Inventarisatie documenten Op basis van uw verzoek zijn 5 documenten aangetroffen, namelijk: 1.",deels openbaar,
3027,Ik besluit de door u gevraagde informatie nagenoeg geheel openbaar te maken. Ik licht mijn besluit hieronder toe. Inventarisatie documenten Op basis van uw verzoek is één document aangetroffen.,deels openbaar,
3028,"Ik besluit de door u gevraagde informatie openbaar te maken. Ik licht mijn besluit hieronder toe. Inventarisatie documenten Op basis van uw verzoek zijn twee documenten aangetroffen, namelijk het Mandaatregister van VWS en het Volmachtregister van VWS.",openbaar,
3029,Ik besluit de door u gevraagde informatie grotendeels niet openbaar te maken. Ik ticht mijn besluit hieronder toe. Allereerst wil ik opmerken dat ik ten zeerste betreur dat zich een voorval in de zorgverlening aan uw moeder heeft voorgedaan.,deels openbaar,
3030,Ik besluit de door u gevraagde informatie gedeeltelijk openbaar te maken. Ik licht mijn besluit hieronder toe. Inventarisatie documenten Op basis van uw verzoek zijn meerdere documenten aangetroffen.,deels openbaar,
3031,Ik besluit de door u gevraagde informatie grotendeels openbaar te maken. Ik licht mijn besluit hieronder toe. Inventarisatie documenten Op basis van uw verzoek zijn meerdere documenten aangetroffen.,deels openbaar,
3032,Ik besluit de door u gevraagde informatie grotendeels openbaar te maken. Ik licht mijn besluit hieronder toe. Inventarisatie documenten Op basis van uw verzoek zijn meerdere documenten aangetroffen.,deels openbaar,
3034,Ik besluit de door u gevraagde informatie grotendeels openbaar te maken. Ik licht mijn besluit hieronder toe. Inventarisatie documenten Op basis van uw verzoek zijn meerdere documenten aangetroffen.,deels openbaar,
3035,Ik besluit de door u gevraagde Informatie grotendeels openbaar te maken. Ik licht mijn besluit hieronder toe. Inventarisatie documenten Op basis van uw verzoek zijn meerdere documenten aangetroffen.,deels openbaar,
3036,Ik besluit de door u gevraagde informatie deels openbaar te maken. Ik licht mijn besluit hieronder toe. Inventarisatie documenten Op basis van uw verzoek zijn meerdere documenten aangetroffen.,deels openbaar,
3037,"Ik besluit de door u gevraagde informatie deels openbaar te maken. Inventarisatie documenten Op basis van uw verzoek zijn meerdere documenten aangetroffen. Deze documenten zijn opgenomen in een inventarislijst, zie hiertoe bijlage B.",deels openbaar,
3039,Ik besluit de door u gevraagde informatie In zijn geheel niet openbaar te maken. Ik licht mijn besluit hieronder toe. Op basis van uw verzoek zijn meerdere documenten aangetroffen.,afgewezen,
3041,"Ik besluit de door u gevraagde informatie gedeeltelijk openbaar te maken. Ik licht mijn besluit hieronder toe. Ministerie van Volksgezondheid, Directie Wetgeving en Juridische Zaken Bezoekadres: Parnassusplein 5 2511 VX Den Haag T 070 340 79 11 F 070 340 59 84 www.",deels openbaar,
